start_ip,end_ip,port,action,is_redundant
29984,30096,53,DENY,0
54544,54731,8080,ALLOW,0
55657,55670,2222,DENY,0
32736,32774,6443,DENY,1
36087,36394,8888,DENY,0
59734,59790,110,DENY,1
29701,29789,2222,DENY,1
21327,21432,9000,DENY,1
61395,61455,4443,ALLOW,0
4209,4282,80,ALLOW,1
5865,5876,2379,DENY,0
13345,13455,27017,DENY,0
47449,47489,8443,DENY,1
43181,43343,2222,DENY,0
48511,48621,2379,ALLOW,0
51677,51724,1433,ALLOW,1
35383,35600,6379,ALLOW,0
39574,39630,1433,ALLOW,0
55680,55739,3306,DENY,0
29129,29364,22,ALLOW,0
51765,52087,6379,ALLOW,0
34335,34346,110,DENY,0
9810,10012,4443,ALLOW,0
45422,45570,6379,DENY,0
38776,38815,8080,ALLOW,0
3036,3171,5432,ALLOW,0
13974,14348,22,ALLOW,0
45056,45086,25,DENY,1
44276,44595,4443,ALLOW,0
46691,46792,5432,ALLOW,0
2312,2320,53,DENY,0
59583,59938,5432,DENY,1
29596,30370,21,ALLOW,0
51348,51517,80,DENY,0
16622,17001,27017,ALLOW,0
16748,16858,25,DENY,0
46235,46703,6443,ALLOW,0
40383,40464,2222,ALLOW,0
2958,2982,1433,DENY,0
45182,45225,9200,ALLOW,0
29929,30363,3306,ALLOW,0
34715,34970,3389,DENY,1
29526,29600,5000,DENY,0
4764,4880,2379,DENY,0
49539,49719,25,ALLOW,0
18931,18990,2379,DENY,1
56044,56237,110,DENY,1
35325,35339,5432,DENY,0
11926,11948,80,ALLOW,0
49315,49322,5000,ALLOW,0
5444,5548,2222,ALLOW,0
1321,1399,5000,DENY,1
25298,25391,21,DENY,0
38969,39229,8888,ALLOW,1
19802,19983,1433,ALLOW,1
14872,14890,4443,DENY,0
16398,16620,3306,ALLOW,1
56637,56689,8443,ALLOW,0
52991,53234,25,DENY,0
30576,30626,8888,ALLOW,0
25656,25736,6443,DENY,1
46443,46460,3389,DENY,0
9077,9435,8443,ALLOW,0
25162,25350,25,ALLOW,1
24410,24433,8443,ALLOW,0
15726,15754,8888,DENY,0
14247,14538,1433,DENY,1
19707,19805,9200,ALLOW,0
10836,11035,8888,DENY,0
41166,41426,2379,DENY,1
46281,46433,5432,ALLOW,1
11256,11311,2222,ALLOW,0
34903,35561,25,ALLOW,1
24052,24177,2379,DENY,0
46185,46218,2222,ALLOW,0
29615,29624,9200,DENY,0
5891,6299,443,ALLOW,0
32776,32821,5432,ALLOW,0
20800,20877,8000,DENY,0
16477,16556,27017,ALLOW,0
15536,15546,443,ALLOW,0
3438,3620,1433,ALLOW,0
545,600,8443,DENY,1
29359,29455,3389,DENY,0
43473,43525,1433,ALLOW,0
55003,55063,21,ALLOW,0
56710,56735,9000,DENY,0
20974,21028,8888,ALLOW,0
32734,32763,5432,DENY,1
14424,14537,80,ALLOW,0
54665,54829,2222,ALLOW,0
6645,6667,5432,ALLOW,0
46715,46856,25,DENY,1
37926,38121,3306,ALLOW,1
2480,2576,8888,ALLOW,0
55817,55872,8888,DENY,1
45223,45266,443,DENY,0
55787,55828,443,ALLOW,1
48996,49133,9000,DENY,0
43587,43608,8080,ALLOW,1
34645,34992,3306,ALLOW,1
38445,38498,80,ALLOW,0
42191,42380,3389,ALLOW,0
42716,42785,4443,ALLOW,0
16521,16701,5000,ALLOW,1
1989,2179,22,ALLOW,1
1059,1218,6379,DENY,1
12904,13218,3389,DENY,1
26334,26539,10250,ALLOW,0
10602,10813,3306,ALLOW,1
56994,57040,10250,ALLOW,0
20189,20239,5000,ALLOW,0
38806,38884,4443,ALLOW,0
46401,46608,3389,DENY,0
18569,19059,110,ALLOW,1
8360,8604,25,DENY,0
43506,43525,8080,ALLOW,1
33113,33267,53,DENY,1
29930,30168,3389,ALLOW,1
54248,54256,8000,DENY,0
9220,9299,110,ALLOW,0
50176,50590,10250,ALLOW,0
7130,7156,5000,DENY,1
51172,51372,9000,ALLOW,1
32248,32316,22,DENY,0
19768,19981,8443,DENY,1
21045,21300,22,ALLOW,0
22013,22362,1433,DENY,1
23459,23642,8443,DENY,1
23678,24019,22,DENY,1
21934,22246,2222,ALLOW,1
36831,36918,4443,ALLOW,1
29720,29763,3389,ALLOW,0
7078,7173,8443,ALLOW,1
54808,54961,9000,ALLOW,1
36309,36855,443,ALLOW,0
42598,42813,9000,ALLOW,1
55174,55280,8080,DENY,1
45255,45393,53,DENY,0
27275,27340,10250,ALLOW,1
21180,21527,8000,DENY,1
617,997,4443,ALLOW,0
24003,24485,9000,ALLOW,0
6036,6435,110,ALLOW,0
42292,42394,1433,ALLOW,1
54722,54847,22,ALLOW,1
28642,28980,443,ALLOW,0
56374,56410,3389,ALLOW,1
41615,41663,22,DENY,1
5181,5337,8000,ALLOW,1
20203,20310,9200,DENY,1
6509,6611,2379,ALLOW,0
27169,27496,2222,DENY,1
46085,46162,21,DENY,1
32169,32295,10250,DENY,0
49042,49098,6443,DENY,0
30154,30283,1433,ALLOW,1
49261,49339,9000,ALLOW,1
662,675,8080,DENY,0
9465,9516,25,DENY,0
17719,17761,10250,ALLOW,1
31724,31826,3389,ALLOW,1
59195,59419,8888,DENY,0
51524,51610,3306,DENY,0
15294,15374,9000,ALLOW,0
52845,52956,6379,ALLOW,0
45267,45307,6379,DENY,0
30195,30269,8443,ALLOW,1
38208,38508,8888,ALLOW,0
43823,43929,2379,ALLOW,1
15850,15880,6443,DENY,1
7113,7273,10250,ALLOW,1
29702,29773,1433,ALLOW,1
23067,23127,21,ALLOW,0
19982,20049,110,ALLOW,0
28133,28253,22,DENY,0
451,636,4443,DENY,1
57252,57435,8443,ALLOW,1
45277,45358,8080,ALLOW,0
707,1129,6443,DENY,0
4304,4703,6379,DENY,0
51680,51714,1433,ALLOW,1
20691,20696,110,DENY,0
45643,45684,27017,DENY,0
51067,51149,9200,ALLOW,0
56248,56261,6443,ALLOW,0
42253,42289,9200,DENY,0
8902,8958,3306,ALLOW,0
32603,32628,443,DENY,1
35690,35827,8443,DENY,1
14923,15003,2379,ALLOW,0
57073,57176,443,DENY,1
44786,44835,1433,ALLOW,0
25307,25494,8000,DENY,0
23002,23060,4443,DENY,0
41527,41903,22,DENY,1
36534,37007,80,DENY,0
10677,10846,9000,ALLOW,1
55607,55667,8000,ALLOW,0
36865,36936,4443,DENY,0
57984,58141,8000,DENY,1
33660,34055,5000,DENY,1
24630,24722,9200,ALLOW,1
35865,36107,21,DENY,1
10665,10922,9000,DENY,1
49237,49337,9000,DENY,0
20065,20170,80,ALLOW,0
39593,39611,27017,DENY,1
63819,63846,25,DENY,0
4709,5345,4443,ALLOW,0
31016,31029,1433,DENY,1
42102,42367,4443,DENY,1
9100,9224,4443,DENY,1
13562,13828,10250,ALLOW,0
33750,33779,9000,ALLOW,0
44623,44741,21,ALLOW,1
25286,25397,6443,DENY,0
53012,53051,3306,DENY,1
35269,35956,3389,ALLOW,0
13276,13427,9200,DENY,0
38086,38416,9200,ALLOW,0
5953,6039,1433,DENY,1
46310,46631,6443,DENY,1
38122,38391,9200,DENY,1
36941,36960,8443,DENY,1
7273,7277,22,DENY,1
38035,38129,5432,ALLOW,1
32651,32964,9000,ALLOW,0
13537,13905,6379,ALLOW,0
11568,11961,8080,ALLOW,0
27250,27300,8443,DENY,1
53776,53819,25,DENY,0
29081,29181,2379,ALLOW,1
34618,34654,110,DENY,0
7366,7761,8080,ALLOW,1
21924,21993,3389,DENY,0
15862,15878,6443,DENY,1
50660,50775,22,ALLOW,1
4179,4215,4443,DENY,0
26366,26731,6443,DENY,1
44158,44183,9200,DENY,0
35434,35878,443,ALLOW,1
12206,12212,8888,DENY,0
27459,27668,9000,ALLOW,1
6645,6853,443,ALLOW,0
50782,50952,80,DENY,1
1650,1689,9200,DENY,1
41984,42047,3389,DENY,0
39397,39506,5432,ALLOW,1
15756,16078,10250,DENY,0
28480,28605,6443,ALLOW,0
37825,37843,9200,DENY,0
20407,20651,8443,DENY,1
10340,10821,80,DENY,0
31438,31650,21,DENY,1
17420,17523,3306,DENY,0
56144,56425,2379,ALLOW,0
35639,35825,25,DENY,1
32442,32705,110,DENY,0
51541,51799,25,ALLOW,1
36372,36392,80,ALLOW,0
227,841,80,DENY,1
14618,14654,8443,ALLOW,0
2233,2360,22,DENY,0
5279,5344,6379,ALLOW,0
27470,27661,2222,DENY,1
48158,48315,6379,ALLOW,1
27781,27807,5000,ALLOW,0
44740,45106,22,DENY,0
12784,13069,8000,ALLOW,0
32167,32220,2379,DENY,0
3957,4127,4443,DENY,1
39322,39416,8080,ALLOW,0
51707,51989,8443,DENY,1
15253,15327,27017,ALLOW,1
13175,13177,2379,DENY,0
40947,41224,9000,DENY,1
21005,21523,8888,ALLOW,1
24794,24887,1433,ALLOW,1
17048,17211,9000,ALLOW,0
53283,53418,8888,ALLOW,0
17417,17844,10250,ALLOW,0
16180,16328,3389,ALLOW,0
32516,32586,80,DENY,1
11506,11681,80,ALLOW,0
48170,48354,6379,DENY,1
16521,16615,5432,DENY,1
20153,20237,21,DENY,1
51162,51210,8080,DENY,0
37799,38163,80,DENY,1
49542,49672,3306,ALLOW,0
21799,21986,443,DENY,0
10932,10983,25,DENY,0
41679,42294,6443,ALLOW,1
16937,17225,1433,DENY,1
32934,32981,8000,DENY,0
26204,26500,110,ALLOW,0
5311,5734,2379,ALLOW,0
10507,10683,1433,DENY,0
52683,52726,8080,DENY,0
17225,17436,3389,ALLOW,0
4496,4569,110,DENY,0
27666,27931,6379,ALLOW,1
8634,8952,2379,DENY,1
59349,59379,4443,DENY,0
29090,29114,80,ALLOW,0
21136,21613,2222,DENY,1
10904,11001,2379,DENY,1
6665,7311,3306,DENY,1
43011,43361,6443,ALLOW,1
57795,57881,8888,DENY,0
48723,49002,2222,ALLOW,0
16471,16731,3306,DENY,1
5604,5773,4443,DENY,1
2781,2820,443,ALLOW,0
49603,49785,8888,ALLOW,1
24031,24220,6379,ALLOW,1
11849,12175,10250,ALLOW,0
34416,34475,25,DENY,1
7163,7229,8443,ALLOW,1
31765,31868,22,DENY,0
33348,33600,2379,DENY,1
51337,51411,5432,ALLOW,0
36336,36846,6379,ALLOW,0
50032,50200,8888,ALLOW,1
31316,31403,22,ALLOW,0
38045,38125,1433,ALLOW,0
15481,15812,110,ALLOW,0
40454,40465,10250,ALLOW,0
43182,43640,21,ALLOW,0
53366,53445,443,ALLOW,0
49611,49898,9000,ALLOW,0
3227,3311,8888,DENY,0
41393,42071,8888,ALLOW,0
53135,53147,6379,ALLOW,0
1329,1476,8888,ALLOW,1
26915,26916,25,DENY,0
30113,30289,2379,ALLOW,1
41230,41406,2222,DENY,0
18887,19191,2222,DENY,0
17095,17147,8443,DENY,0
59101,59130,6379,ALLOW,1
13685,13782,53,DENY,1
22971,22995,10250,ALLOW,0
11924,11999,8443,DENY,0
626,1009,443,ALLOW,1
17885,17928,2222,ALLOW,0
24592,24724,5432,ALLOW,0
31647,31755,22,DENY,0
43550,43648,8080,DENY,0
22109,22142,5432,ALLOW,1
37576,38064,10250,DENY,1
32978,33083,3306,ALLOW,0
51342,51611,6379,ALLOW,1
48988,49191,21,DENY,0
30893,31461,110,ALLOW,0
17915,18103,9200,DENY,1
17549,17600,53,ALLOW,0
19988,20052,21,ALLOW,0
30693,30724,2379,ALLOW,1
346,430,21,ALLOW,0
21924,22080,9000,ALLOW,1
11923,12053,8080,DENY,0
34600,34661,53,ALLOW,0
24149,24222,3306,DENY,0
47662,47710,8443,ALLOW,0
31639,31811,1433,DENY,0
9518,9613,53,DENY,1
6246,6284,5000,ALLOW,0
23543,23943,8080,ALLOW,0
51719,52233,27017,ALLOW,0
19027,19430,3306,ALLOW,0
3567,3670,22,DENY,0
21653,21958,21,ALLOW,0
985,986,27017,DENY,0
47623,47820,9000,DENY,1
30511,31076,3306,DENY,1
13790,13852,5432,ALLOW,1
29529,29570,5432,ALLOW,1
14714,14822,110,DENY,0
40853,40947,5000,DENY,0
60994,61004,80,DENY,0
22562,22628,10250,DENY,0
57378,57511,8000,ALLOW,1
25072,25193,21,ALLOW,0
48556,48648,443,ALLOW,0
45571,45651,6379,DENY,1
5917,5968,80,DENY,0
11622,11698,8000,DENY,1
57108,57327,21,ALLOW,0
35378,35662,8443,DENY,1
13046,13379,10250,ALLOW,1
18519,18609,80,ALLOW,0
20218,20827,443,DENY,1
37491,37590,10250,ALLOW,0
34105,34216,53,DENY,1
24132,24237,443,ALLOW,0
43360,43662,8443,ALLOW,0
5513,5557,3306,DENY,0
37383,37438,5432,DENY,0
33388,33572,10250,DENY,0
29057,29586,4443,ALLOW,0
27181,27196,1433,ALLOW,0
1687,1706,6443,ALLOW,0
41274,41578,2222,ALLOW,0
34891,35289,27017,ALLOW,1
11328,12066,5432,ALLOW,0
34705,34732,5000,ALLOW,0
48165,48201,9000,DENY,0
13198,13264,27017,DENY,0
47353,47562,1433,DENY,1
24870,24961,3306,ALLOW,0
46759,46950,27017,ALLOW,0
42019,42094,3389,ALLOW,0
3639,3750,2379,DENY,0
1054,1231,6379,ALLOW,0
44954,45015,53,DENY,0
19348,19728,8443,DENY,0
39860,40202,6379,ALLOW,1
32329,32761,27017,ALLOW,0
44070,44399,27017,DENY,1
15525,15607,6443,ALLOW,1
16952,17384,443,ALLOW,0
59162,59238,3389,ALLOW,0
18413,18422,6379,DENY,0
43973,44073,5000,DENY,1
21152,21246,1433,ALLOW,1
14920,14994,22,ALLOW,0
1763,1890,2379,ALLOW,1
33513,33845,8000,ALLOW,1
638,681,2222,DENY,0
40454,40656,2379,DENY,0
28270,28327,8080,DENY,0
21326,21518,25,DENY,0
58041,58088,110,DENY,0
40253,40311,110,ALLOW,0
9823,10000,8888,ALLOW,0
56760,56949,5432,ALLOW,0
21602,22171,3389,ALLOW,0
39125,39138,8080,DENY,0
53573,53753,3306,DENY,1
48704,48755,2222,ALLOW,0
46200,46234,443,ALLOW,0
28863,28882,8888,DENY,0
7046,7288,27017,ALLOW,0
1970,2194,3389,DENY,1
52111,52163,443,DENY,0
4807,4825,22,ALLOW,0
54447,54651,6379,ALLOW,1
1046,1177,21,ALLOW,0
11774,12028,443,DENY,1
26008,26478,4443,ALLOW,0
42404,42516,110,ALLOW,1
1273,1414,8000,ALLOW,0
38893,39487,6379,DENY,1
7104,7239,2379,DENY,1
50112,50198,8000,ALLOW,1
18169,18363,2379,ALLOW,0
30500,30992,6379,ALLOW,0
28066,28162,9000,DENY,0
47237,47325,6379,DENY,1
3333,3545,2379,ALLOW,1
31056,31179,8443,DENY,1
27030,27219,8443,ALLOW,0
7011,7219,9000,DENY,1
36593,36758,2379,DENY,1
3445,3536,80,ALLOW,1
53559,53623,22,ALLOW,0
49082,49383,110,DENY,1
32019,32677,6443,ALLOW,1
46188,46201,6379,DENY,1
1698,1742,27017,DENY,1
27066,27111,8888,DENY,0
39767,39931,21,ALLOW,0
56242,56572,8080,ALLOW,0
8106,8173,21,DENY,0
59545,59589,3389,DENY,1
4370,4466,443,DENY,1
52207,52357,8443,DENY,0
41447,41842,2379,ALLOW,0
22912,22947,22,DENY,1
25358,25836,3389,DENY,0
12041,12137,10250,ALLOW,0
49216,49493,6443,ALLOW,1
58855,59166,8443,ALLOW,1
49155,49219,10250,DENY,0
34953,35084,6379,ALLOW,0
13562,13858,6379,DENY,1
2594,2969,22,ALLOW,0
57945,58194,8000,ALLOW,0
43737,44163,27017,ALLOW,0
13621,13642,27017,ALLOW,1
23836,23933,9000,ALLOW,1
30171,30236,80,ALLOW,0
25527,25616,10250,ALLOW,1
51240,51313,6379,DENY,1
705,786,8080,ALLOW,0
48931,49003,27017,DENY,0
57214,57229,8888,ALLOW,0
23995,24076,110,ALLOW,1
11377,11410,8443,DENY,1
57116,57243,21,ALLOW,1
14728,14752,443,DENY,0
1296,1452,80,ALLOW,1
6435,6591,5000,DENY,1
10040,10350,10250,ALLOW,0
30544,30642,6443,ALLOW,1
32842,32996,27017,DENY,0
24068,24208,80,ALLOW,0
40978,41163,8443,DENY,1
20553,20645,8080,ALLOW,1
52610,52700,9200,DENY,1
17612,17685,6443,DENY,1
12880,12902,8888,DENY,0
58015,58067,9000,ALLOW,0
56379,56400,3389,ALLOW,1
39209,39609,110,DENY,1
44703,45058,6443,ALLOW,1
3812,3915,6443,DENY,1
6107,6438,9000,ALLOW,1
13868,13988,22,DENY,1
58447,58854,5432,DENY,0
30775,31470,2222,ALLOW,0
40112,40113,5432,ALLOW,1
33196,33364,21,ALLOW,1
9482,9509,8080,ALLOW,0
28078,28175,2222,DENY,1
46116,46171,4443,DENY,0
31170,31257,2222,DENY,1
37897,37924,8888,ALLOW,0
37727,37780,10250,DENY,0
32520,32780,9200,ALLOW,1
620,952,5000,ALLOW,1
3681,3882,8888,DENY,0
51031,51061,27017,ALLOW,0
42308,42582,8443,DENY,1
51029,51423,5000,ALLOW,1
33449,33828,21,DENY,1
28480,28601,10250,ALLOW,0
56685,56764,6443,ALLOW,1
45621,45638,27017,ALLOW,0
11695,11862,21,DENY,1
37525,37826,10250,ALLOW,0
50870,50953,8080,ALLOW,0
22199,22976,110,ALLOW,0
19002,19080,80,ALLOW,0
32851,33094,25,ALLOW,0
15802,16384,9200,ALLOW,1
39284,39488,8888,DENY,1
44881,44943,3306,ALLOW,1
32694,33085,1433,ALLOW,0
11679,11699,9000,DENY,0
15549,15567,53,ALLOW,0
26029,26087,53,DENY,0
36354,36570,25,DENY,1
11847,11937,22,DENY,0
45769,45967,5000,DENY,0
32507,32601,80,DENY,1
